ortho,phono,class,letters,phonemes,complexity,graphemes,syllabes,frequency,OLD20,Grapheme,Phoneme,Match,Grapheme.1,Phoneme.1,Match.1,orthography,phonology,match,Type,Token,Type.1,Token.1,Type.2,Token.2,Type.3,Token.3,Type.4,Token.4,Type.5,Token.5,type,token,Type.6,Assoc.,Type.7,Assoc..1,Type.8,Assoc..2,Type.9,Assoc..3,Type.10,Token.6,Type.11,Token.7,Type.12,Token.8,Type.13,Token.9,Type.14,Token.10,Type.15,Token.11,Type.16,Token.12,Type.17,Token.13,Type.18,Token.14,Type.19,Token.15,Type.20,Token.16,Type.21,Token.17,phono_IPA
signalant,siNal@,VER,9.0,6.0,1.5,7.0,3.0,6.21954,3.8,.s.i.gn.a.l.an.t,.s.i.N.a.l.@.#,(s-s.i-i.gn-N.a-a.l-l.an-@.t-#),.s.i.gn.a.l.ant,.s.i.N.a.l.@,(s-s.i-i.gn-N.a-a.l-l.ant-@),ant,@,ant-@,298.0,7768.0,100.0,100.0,34.571,14.148,2099.0,70103.0,1803.0,53685.0,94.926,93.724,85.215,81.439,182.0,gn-N,135.0,gn-N,74.122,i-i,36.254,ant-@,895.0,57599.287,2349.0,69313.374,2055.0,86557.658,895.0,57599.287,2398.0,64105.912,331.0,8088.567,100.0,100.0,93.08,91.493,99.084,98.604,85.482,77.726,97.389,97.908,36.254,19.274,s i ɲ a l ɑ̃
signale,siNal,VER,7.0,5.0,1.4,6.0,2.0,18.65863,2.55,.s.i.gn.a.l.e,.s.i.N.a.l.°,(s-s.i-i.gn-N.a-a.l-l.e-°),.s.i.gn.a.le,.s.i.N.a.l,(s-s.i-i.gn-N.a-a.le-l),ale,al,ale-al,57.0,896.0,100.0,100.0,35.625,21.72,2431.0,88851.0,1741.0,53263.0,94.25,92.912,83.619,79.408,182.0,gn-N,135.0,gn-N,74.122,i-i,35.991,le-l,895.0,57599.287,2682.0,76782.153,2962.0,168375.764,895.0,57599.287,2501.0,65689.054,307.0,11646.13,100.0,100.0,91.375,89.368,100.0,100.0,85.482,77.726,98.874,98.841,35.991,22.791,s i ɲ a l
signaler,siNale,VER,8.0,6.0,1.33,6.0,3.0,3.10977,2.85,.s.i.gn.a.l.er,.s.i.N.a.l.e,(s-s.i-i.gn-N.a-a.l-l.er-e),.s.i.gn.a.l.er,.s.i.N.a.l.e,(s-s.i-i.gn-N.a-a.l-l.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,2071.0,64065.0,1882.0,55614.0,94.005,92.076,84.257,84.915,182.0,gn-N,135.0,gn-N,74.122,i-i,30.504,er-e,895.0,57599.287,2682.0,76782.153,805.0,19660.067,895.0,57599.287,2398.0,64105.912,805.0,19660.067,100.0,100.0,91.375,89.368,98.531,94.982,85.482,77.726,97.389,97.908,30.504,40.134,s i ɲ a l e
signalisation,siNalizasj§,NC,13.0,11.0,1.18,11.0,5.0,9.32932,4.55,.s.i.gn.a.l.i.s.a.t.i.on,.s.i.N.a.l.i.z.a.s.j.§,(s-s.i-i.gn-N.a-a.l-l.i-i.s-z.a-a.t-s.i-j.on-§),.s.i.gn.a.l.i.s.a.t.i.on,.s.i.N.a.l.i.z.a.s.j.§,(s-s.i-i.gn-N.a-a.l-l.i-i.s-z.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,2064.0,63451.0,1888.0,55485.0,73.811,71.966,84.203,84.885,182.0,gn-N,135.0,gn-N,9.193,t-s,16.03,t-s,895.0,57599.287,2378.0,68416.307,408.0,24620.095,895.0,57599.287,2163.0,58679.931,408.0,24620.095,100.0,100.0,68.099,65.76,99.029,99.786,85.482,77.726,87.994,89.0,48.804,55.006,s i ɲ a l i z a s j ɔ̃
signalisations,siNalizasj§,NC,14.0,11.0,1.27,12.0,5.0,9.32932,5.15,.s.i.gn.a.l.i.s.a.t.i.on.s,.s.i.N.a.l.i.z.a.s.j.§.#,(s-s.i-i.gn-N.a-a.l-l.i-i.s-z.a-a.t-s.i-j.on-§.s-#),.s.i.gn.a.l.i.s.a.t.i.ons,.s.i.N.a.l.i.z.a.s.j.§,(s-s.i-i.gn-N.a-a.l-l.i-i.s-z.a-a.t-s.i-j.ons-§),ions,j§,ions-j§,142.0,4512.0,100.0,100.0,32.719,26.742,2275.0,76366.0,1881.0,53986.0,75.965,73.978,83.387,81.535,182.0,gn-N,135.0,gn-N,9.193,t-s,16.03,t-s,895.0,57599.287,2240.0,64843.68,4002.0,210357.889,895.0,57599.287,2163.0,58679.931,333.0,8128.987,100.0,100.0,71.249,69.102,99.084,96.724,85.482,77.726,87.994,89.0,39.833,18.162,s i ɲ a l i z a s j ɔ̃
signature,siNatyR,NC,9.0,7.0,1.29,8.0,3.0,3.10977,3.5,.s.i.gn.a.t.u.r.e,.s.i.N.a.t.y.R.°,(s-s.i-i.gn-N.a-a.t-t.u-y.r-R.e-°),.s.i.gn.a.t.u.re,.s.i.N.a.t.y.R,(s-s.i-i.gn-N.a-a.t-t.u-y.re-R),ure,yR,ure-yR,61.0,3268.0,100.0,100.0,51.695,32.549,2901.0,100574.0,1881.0,59182.0,91.23,89.225,86.894,86.514,182.0,gn-N,135.0,gn-N,74.122,i-i,34.204,re-R,895.0,57599.287,3225.0,96435.98,2962.0,168375.764,895.0,57599.287,2348.0,64189.714,537.0,35725.115,100.0,100.0,88.306,85.634,100.0,100.0,85.482,77.726,97.715,98.293,34.204,36.411,s i ɲ a t y ʁ
signatures,siNatyR,NC,10.0,7.0,1.43,9.0,3.0,3.10977,3.75,.s.i.gn.a.t.u.r.e.s,.s.i.N.a.t.y.R.°.#,(s-s.i-i.gn-N.a-a.t-t.u-y.r-R.e-°.s-#),.s.i.gn.a.t.u.res,.s.i.N.a.t.y.R,(s-s.i-i.gn-N.a-a.t-t.u-y.res-R),ures,yR,ures-yR,32.0,1054.0,100.0,100.0,27.119,10.499,2943.0,100585.0,1841.0,55355.0,92.102,90.058,84.319,82.614,182.0,gn-N,135.0,gn-N,74.122,i-i,16.178,res-R,895.0,57599.287,3084.0,91044.285,4002.0,210357.889,895.0,57599.287,2348.0,64189.714,254.0,8934.409,100.0,100.0,89.977,87.686,99.084,96.724,85.482,77.726,97.715,98.293,16.178,9.106,s i ɲ a t y ʁ
signaux,siNo,NC,7.0,4.0,1.75,5.0,2.0,12.43909,2.85,.s.i.gn.au.x,.s.i.N.o.#,(s-s.i-i.gn-N.au-o.x-#),.s.i.gn.aux,.s.i.N.o,(s-s.i-i.gn-N.aux-o),aux,o,aux-o,32.0,3887.0,100.0,100.0,12.451,15.095,1146.0,40741.0,1214.0,39497.0,92.364,92.741,74.316,71.506,178.0,x-#,41.0,aux-o,74.122,i-i,14.855,aux-o,895.0,57599.287,1552.0,44714.565,178.0,11960.206,895.0,57599.287,1961.0,49262.143,41.0,1862.759,100.0,100.0,88.184,88.556,97.268,98.037,85.482,77.726,98.464,98.542,14.855,11.215,s i ɲ o
signe,siN,"NC,VER",5.0,3.0,1.67,4.0,1.0,87.07361,1.6,.s.i.gn.e,.s.i.N.°,(s-s.i-i.gn-N.e-°),.s.i.gne,.s.i.N,(s-s.i-i.gne-N),igne,iN,igne-iN,9.0,1462.0,100.0,100.0,56.25,81.882,2081.0,88609.0,1569.0,51860.0,93.531,93.208,78.534,83.13,182.0,gn-N,25.0,gne-N,74.122,i-i,53.191,gne-N,895.0,57599.287,2234.0,64231.061,2962.0,168375.764,895.0,57599.287,3786.0,96036.45,25.0,1943.61,100.0,100.0,87.061,86.416,100.0,100.0,85.482,77.726,96.928,97.083,53.191,74.582,s i ɲ
signé,siNe,"VER,ADJ",5.0,4.0,1.25,4.0,2.0,3.10977,1.85,.s.i.gn.é,.s.i.N.e,(s-s.i-i.gn-N.é-e),.s.i.gn.é,.s.i.N.e,(s-s.i-i.gn-N.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,1517.0,49764.0,1380.0,42280.0,93.531,93.208,77.272,75.335,182.0,gn-N,135.0,gn-N,74.122,i-i,26.677,é-e,895.0,57599.287,2234.0,64231.061,704.0,12995.844,895.0,57599.287,1961.0,49262.143,704.0,12995.844,100.0,100.0,87.061,86.416,100.0,100.0,85.482,77.726,98.464,98.542,26.677,26.53,s i ɲ e
signée,siNe,"VER,ADJ",6.0,4.0,1.5,5.0,2.0,3.10977,1.85,.s.i.gn.é.e,.s.i.N.e.#,(s-s.i-i.gn-N.é-e.e-#),.s.i.gn.ée,.s.i.N.e,(s-s.i-i.gn-N.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,1741.0,50992.0,1289.0,40224.0,78.114,75.355,73.805,71.137,182.0,gn-N,135.0,gn-N,16.592,e-#,12.808,ée-e,895.0,57599.287,2406.0,61168.489,591.0,13854.118,895.0,57599.287,1961.0,49262.143,338.0,4770.442,100.0,100.0,91.326,90.636,16.592,4.866,85.482,77.726,98.464,98.542,12.808,9.738,s i ɲ e
signent,siN,VER,7.0,3.0,2.33,5.0,1.0,9.32932,2.3,.s.i.gn.en.t,.s.i.N.°.#,(s-s.i-i.gn-N.en-°.t-#),.s.i.gnent,.s.i.N,(s-s.i-i.gnent-N),ignent,iN,ignent-iN,2.0,103.0,100.0,100.0,12.5,5.749,1505.0,54704.0,1565.0,51297.0,75.835,74.672,70.023,61.531,110.0,en-°,13.0,gnent-N,5.969,en-°,27.66,gnent-N,895.0,57599.287,1526.0,43121.324,2055.0,86557.658,895.0,57599.287,3786.0,96036.45,13.0,255.002,100.0,100.0,60.03,58.251,99.084,98.604,85.482,77.726,96.928,97.083,27.66,9.785,s i ɲ
signer,siNe,VER,6.0,4.0,1.5,4.0,2.0,15.54886,1.8,.s.i.gn.er,.s.i.N.e,(s-s.i-i.gn-N.er-e),.s.i.gn.er,.s.i.N.e,(s-s.i-i.gn-N.er-e),er,e,er-e,632.0,15089.0,98.596,94.232,28.571,26.531,1542.0,51430.0,1405.0,43946.0,93.163,91.954,78.229,78.736,182.0,gn-N,135.0,gn-N,74.122,i-i,30.504,er-e,895.0,57599.287,2234.0,64231.061,805.0,19660.067,895.0,57599.287,1961.0,49262.143,805.0,19660.067,100.0,100.0,87.061,86.416,98.531,94.982,85.482,77.726,98.464,98.542,30.504,40.134,s i ɲ e
signes,siN,"NC,VER",6.0,3.0,2.0,5.0,1.0,83.96384,1.8,.s.i.gn.e.s,.s.i.N.°.#,(s-s.i-i.gn-N.e-°.s-#),.s.i.gnes,.s.i.N,(s-s.i-i.gnes-N),ignes,iN,ignes-iN,4.0,215.0,100.0,100.0,25.0,12.021,2320.0,91023.0,1563.0,51348.0,94.641,93.911,67.186,63.48,182.0,gn-N,9.0,gnes-N,74.122,i-i,19.149,gnes-N,895.0,57599.287,2235.0,62385.413,4002.0,210357.889,895.0,57599.287,3786.0,96036.45,9.0,407.381,100.0,100.0,91.374,90.944,99.084,96.724,85.482,77.726,96.928,97.083,19.149,15.632,s i ɲ
signet,siNE,NC,6.0,4.0,1.5,4.0,2.0,6.21954,2.1,.s.i.gn.et,.s.i.N.E,(s-s.i-i.gn-N.et-E),.s.i.gn.et,.s.i.N.E,(s-s.i-i.gn-N.et-E),et,E,et-E,60.0,2895.0,90.909,14.604,8.811,3.176,1357.0,47284.0,1221.0,39800.0,92.122,92.496,72.923,69.723,67.0,et-E,67.0,et-E,74.122,i-i,9.28,et-E,895.0,57599.287,2234.0,64231.061,67.0,3075.573,895.0,57599.287,1961.0,49262.143,67.0,3075.573,100.0,100.0,87.061,86.416,94.366,97.151,85.482,77.726,98.464,98.542,9.28,4.083,s i ɲ ɛ
signification,siNifikasj§,NC,13.0,11.0,1.18,11.0,5.0,65.30521,5.05,.s.i.gn.i.f.i.c.a.t.i.on,.s.i.N.i.f.i.k.a.s.j.§,(s-s.i-i.gn-N.i-i.f-f.i-i.c-k.a-a.t-s.i-j.on-§),.s.i.gn.i.f.i.c.a.t.i.on,.s.i.N.i.f.i.k.a.s.j.§,(s-s.i-i.gn-N.i-i.f-f.i-i.c-k.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269.0,11985.0,99.63,99.974,61.982,71.028,1930.0,59456.0,1786.0,51658.0,73.174,72.412,79.195,80.135,182.0,gn-N,135.0,gn-N,9.193,t-s,16.03,t-s,895.0,57599.287,2214.0,63532.566,408.0,24620.095,895.0,57599.287,2038.0,54002.477,408.0,24620.095,100.0,100.0,67.321,66.305,99.029,99.786,85.482,77.726,81.874,83.195,48.804,55.006,s i ɲ i f i k a s j ɔ̃
signifie,siNifi,VER,8.0,6.0,1.33,7.0,3.0,394.94102,3.55,.s.i.gn.i.f.i.e,.s.i.N.i.f.i.#,(s-s.i-i.gn-N.i-i.f-f.i-i.e-#),.s.i.gn.i.f.ie,.s.i.N.i.f.i,(s-s.i-i.gn-N.i-i.f-f.ie-i),ie,i,ie-i,155.0,6851.0,100.0,100.0,27.828,17.802,2134.0,65044.0,1525.0,44530.0,76.858,74.504,77.807,74.573,182.0,gn-N,135.0,gn-N,16.592,e-#,25.76,ie-i,895.0,57599.287,2691.0,76771.275,591.0,13854.118,895.0,57599.287,2024.0,50643.669,161.0,7006.338,100.0,100.0,84.283,83.332,16.592,4.866,85.482,77.726,88.901,88.573,25.76,15.421,s i ɲ i f i
signifient,siNifi,VER,10.0,6.0,1.67,8.0,3.0,77.7443,3.95,.s.i.gn.i.f.i.en.t,.s.i.N.i.f.i.#.#,(s-s.i-i.gn-N.i-i.f-f.i-i.en-#.t-#),.s.i.gn.i.f.ient,.s.i.N.i.f.i,(s-s.i-i.gn-N.i-i.f-f.ient-i),ient,i,ient-i,21.0,233.0,47.727,13.135,3.77,0.606,2132.0,67641.0,1503.0,43403.0,81.971,80.403,74.154,72.092,182.0,gn-N,24.0,ient-i,35.269,en-#,3.84,ient-i,895.0,57599.287,2351.0,66162.245,2055.0,86557.658,895.0,57599.287,2024.0,50643.669,24.0,242.565,100.0,100.0,76.114,74.103,99.084,98.604,85.482,77.726,88.901,88.573,3.84,0.534,s i ɲ i f i
signifier,siNifje,VER,9.0,7.0,1.29,7.0,3.0,3.10977,3.5,.s.i.gn.i.f.i.er,.s.i.N.i.f.j.e,(s-s.i-i.gn-N.i-i.f-f.i-j.er-e),.s.i.gn.i.f.i.er,.s.i.N.i.f.j.e,(s-s.i-i.gn-N.i-i.f-f.i-j.er-e),ier,je,ier-je,115.0,3443.0,98.291,96.85,31.335,46.946,1755.0,54619.0,1602.0,46346.0,81.474,80.733,81.056,81.462,182.0,gn-N,135.0,gn-N,24.494,i-j,30.504,er-e,895.0,57599.287,2117.0,61014.609,805.0,19660.067,895.0,57599.287,1902.0,49431.928,805.0,19660.067,100.0,100.0,74.357,74.03,98.531,94.982,85.482,77.726,90.281,90.475,30.504,40.134,s i ɲ i f j e
signifierait,siNifiRE,VER,12.0,8.0,1.5,10.0,4.0,3.10977,5.3,.s.i.gn.i.f.i.e.r.ai.t,.s.i.N.i.f.i.°.R.E.#,(s-s.i-i.gn-N.i-i.f-f.i-i.e-°.r-R.ai-E.t-#),.s.i.gn.i.f.i.e.r.ait,.s.i.N.i.f.i.°.R.E,(s-s.i-i.gn-N.i-i.f-f.i-i.e-°.r-R.ait-E),ait,E,ait-E,265.0,5815.0,100.0,100.0,38.913,6.38,2576.0,80901.0,2085.0,56791.0,91.961,91.452,85.994,81.427,182.0,gn-N,135.0,gn-N,74.122,i-i,39.751,ait-E,895.0,57599.287,2851.0,83107.071,2055.0,86557.658,895.0,57599.287,2511.0,63941.675,287.0,5924.17,100.0,100.0,90.066,89.489,99.084,98.604,85.482,77.726,92.673,92.464,39.751,7.865,s i ɲ i f i ʁ ɛ
silence,sil@s,NC,7.0,5.0,1.4,6.0,2.0,46.64658,2.8,.s.i.l.en.c.e,.s.i.l.@.s.°,(s-s.i-i.l-l.en-@.c-s.e-°),.s.i.l.en.ce,.s.i.l.@.s,(s-s.i-i.l-l.en-@.ce-s),ence,@s,ence-@s,32.0,818.0,100.0,100.0,29.358,27.482,2090.0,80018.0,1497.0,47078.0,78.014,79.194,69.882,69.049,720.0,c-s,145.0,ce-s,39.889,c-s,30.146,ce-s,895.0,57599.287,2171.0,63532.905,2962.0,168375.764,895.0,57599.287,2148.0,56810.619,145.0,7357.728,100.0,100.0,67.021,68.791,100.0,100.0,85.482,77.726,77.927,78.65,30.146,31.568,s i l ɑ̃ s
silencieuse,sil@sj2z,ADJ,11.0,8.0,1.38,9.0,3.0,3.10977,4.5,.s.i.l.en.c.i.eu.s.e,.s.i.l.@.s.j.2.z.°,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.s-z.e-°),.s.i.l.en.c.i.eu.se,.s.i.l.@.s.j.2.z,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.se-z),ieuse,j2z,ieuse-j2z,10.0,87.0,100.0,100.0,43.478,37.334,1684.0,62560.0,1193.0,36407.0,63.956,64.417,73.33,73.5,216.0,eu-2,136.0,eu-2,24.494,i-j,18.877,c-s,895.0,57599.287,1614.0,48151.905,2962.0,168375.764,895.0,57599.287,1413.0,37960.645,166.0,5896.151,100.0,100.0,53.658,54.251,100.0,100.0,85.482,77.726,74.744,75.262,52.698,58.7,s i l ɑ̃ s j ø z
silencieusement,sil@sj2zm@,ADV,15.0,10.0,1.5,12.0,4.0,3.10977,5.95,.s.i.l.en.c.i.eu.s.e.m.en.t,.s.i.l.@.s.j.2.z.°.m.@.#,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.s-z.e-°.m-m.en-@.t-#),.s.i.l.en.c.i.eu.s.e.m.ent,.s.i.l.@.s.j.2.z.°.m.@,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.s-z.e-°.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1572.0,50711.0,1113.0,32282.0,69.055,70.051,77.479,75.743,216.0,eu-2,136.0,eu-2,24.494,i-j,18.877,c-s,895.0,57599.287,1591.0,46437.484,2055.0,86557.658,895.0,57599.287,1226.0,32049.81,309.0,9049.468,100.0,100.0,62.958,64.201,99.084,98.604,85.482,77.726,81.438,81.543,33.844,21.564,s i l ɑ̃ s j ø z m ɑ̃
silencieuses,sil@sj2z,ADJ,12.0,8.0,1.5,10.0,3.0,3.10977,4.95,.s.i.l.en.c.i.eu.s.e.s,.s.i.l.@.s.j.2.z.°.#,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.s-z.e-°.s-#),.s.i.l.en.c.i.eu.ses,.s.i.l.@.s.j.2.z,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.ses-z),ieuses,j2z,ieuses-j2z,8.0,109.0,100.0,100.0,34.783,46.666,1843.0,66371.0,1183.0,36037.0,67.469,67.648,70.116,69.811,216.0,eu-2,85.0,ses-z,24.494,i-j,18.877,c-s,895.0,57599.287,1692.0,49469.682,4002.0,210357.889,895.0,57599.287,1413.0,37960.645,85.0,2932.526,100.0,100.0,59.451,59.969,99.084,96.724,85.482,77.726,74.744,75.262,26.984,29.195,s i l ɑ̃ s j ø z
silencieux,sil@sj2,"ADJ,NC",10.0,7.0,1.43,8.0,3.0,9.32932,4.45,.s.i.l.en.c.i.eu.x,.s.i.l.@.s.j.2.#,(s-s.i-i.l-l.en-@.c-s.i-j.eu-2.x-#),.s.i.l.en.c.i.eux,.s.i.l.@.s.j.2,(s-s.i-i.l-l.en-@.c-s.i-j.eux-2),ieux,j2,ieux-j2,21.0,563.0,100.0,100.0,61.765,31.754,1424.0,47278.0,1329.0,41293.0,65.607,67.199,71.859,68.371,178.0,x-#,67.0,eux-2,24.494,i-j,18.877,c-s,895.0,57599.287,1719.0,51444.131,178.0,11960.206,895.0,57599.287,1669.0,45233.706,67.0,5286.624,100.0,100.0,54.598,56.592,97.268,98.037,85.482,77.726,69.692,70.314,69.072,49.304,s i l ɑ̃ s j ø
silhouette,silwEt,"NC,VER",10.0,6.0,1.67,8.0,2.0,3.10977,4.35,.s.i.l.h.ou.e[CC].tt.e,.s.i.l.#.w.E.t.°,(s-s.i-i.l-l.h-#.ou-w.e[CC]-E.tt-t.e-°),.s.i.l.h.ou.e.tte,.s.i.l.#.w.E.t,(s-s.i-i.l-l.h-#.ou-w.e-E.tte-t),ouette,wEt,ouette-wEt,4.0,22.0,100.0,100.0,50.0,38.889,1477.0,57078.0,1220.0,39300.0,83.497,82.879,62.206,61.205,49.0,h-#,49.0,h-#,6.055,ou-w,0.0,h-#,895.0,57599.287,1327.0,38442.132,2962.0,168375.764,895.0,57599.287,1510.0,42821.752,92.0,3392.775,100.0,100.0,77.996,77.172,100.0,100.0,85.482,77.726,67.828,68.024,10.824,10.588,s i l w ɛ t
silice,silis,NC,6.0,5.0,1.2,6.0,2.0,3.10977,2.6,.s.i.l.i.c.e,.s.i.l.i.s.°,(s-s.i-i.l-l.i-i.c-s.e-°),.s.i.l.i.ce,.s.i.l.i.s,(s-s.i-i.l-l.i-i.ce-s),ice,is,ice-is,31.0,442.0,100.0,100.0,32.979,23.279,2638.0,95694.0,2141.0,63277.0,81.325,80.921,80.483,79.713,720.0,c-s,145.0,ce-s,39.889,c-s,30.146,ce-s,895.0,57599.287,2992.0,87046.773,2962.0,168375.764,895.0,57599.287,3221.0,83809.795,145.0,7357.728,100.0,100.0,71.987,71.382,100.0,100.0,85.482,77.726,95.596,96.424,30.146,31.568,s i l i s
sillonnée,sijOne,"VER,ADJ",9.0,6.0,1.5,6.0,3.0,3.10977,3.9,.s.ill.o.nn.é.e,.s.ij.O.n.e.#,(s-s.ill-ij.o-O.nn-n.é-e.e-#),.s.ill.o.nn.ée,.s.ij.O.n.e,(s-s.ill-ij.o-O.nn-n.ée-e),ée,e,ée-e,303.0,4428.0,100.0,100.0,13.698,7.787,1179.0,34177.0,776.0,26678.0,75.433,72.157,51.393,48.307,101.0,ill-ij,59.0,ill-ij,16.592,e-#,12.808,ée-e,895.0,57599.287,1398.0,33402.248,591.0,13854.118,895.0,57599.287,882.0,23672.735,338.0,4770.442,100.0,100.0,84.002,82.019,16.592,4.866,85.482,77.726,52.891,51.357,12.808,9.738,s i j ɔ n e
silos,silo,NC,5.0,4.0,1.25,5.0,2.0,6.21954,2.2,.s.i.l.o.s,.s.i.l.o.#,(s-s.i-i.l-l.o-o.s-#),.s.i.l.os,.s.i.l.o,(s-s.i-i.l-l.os-o),os,o,os-o,21.0,1213.0,80.769,89.245,8.171,4.71,2427.0,96668.0,1698.0,53551.0,76.71,76.956,70.738,69.305,276.0,o-o,21.0,os-o,10.53,o-o,7.609,os-o,895.0,57599.287,2413.0,71793.529,4002.0,210357.889,895.0,57599.287,2939.0,77696.468,21.0,1212.811,100.0,100.0,61.489,62.685,99.084,96.724,85.482,77.726,94.931,96.095,7.609,7.302,s i l o
similaires,similER,ADJ,10.0,7.0,1.43,9.0,3.0,3.10977,3.8,.s.i.m.i.l.ai.r.e.s,.s.i.m.i.l.E.R.°.#,(s-s.i-i.m-m.i-i.l-l.ai-E.r-R.e-°.s-#),.s.i.m.i.l.ai.res,.s.i.m.i.l.E.R,(s-s.i-i.m-m.i-i.l-l.ai-E.res-R),aires,ER,aires-ER,54.0,908.0,100.0,100.0,18.947,7.541,2986.0,101686.0,1768.0,51439.0,93.996,93.453,70.442,68.266,894.0,ai-E,254.0,res-R,74.122,i-i,14.095,ai-E,895.0,57599.287,3139.0,92459.245,4002.0,210357.889,895.0,57599.287,2246.0,58708.421,254.0,8934.409,100.0,100.0,92.411,92.05,99.084,96.724,85.482,77.726,78.287,78.205,16.178,9.106,s i m i l ɛ ʁ
simple,s5pl,"ADJ,NC",6.0,4.0,1.5,5.0,1.0,223.90357,2.65,.s.im.p.l.e,.s.5.p.l.°,(s-s.im-5.p-p.l-l.e-°),.s.im.p.le,.s.5.p.l,(s-s.im-5.p-p.le-l),imple,5pl,imple-5pl,1.0,224.0,100.0,100.0,50.0,91.139,1579.0,69035.0,626.0,26226.0,99.358,98.704,53.83,49.114,16.0,im-5,16.0,im-5,96.974,p-p,9.639,im-5,895.0,57599.287,1347.0,39733.722,2962.0,168375.764,895.0,57599.287,651.0,17829.957,307.0,11646.13,100.0,100.0,98.929,97.84,100.0,100.0,85.482,77.726,46.923,47.97,35.991,22.791,s ɛ̃ p l
simplement,s5pl%m@,ADV,10.0,7.0,1.43,8.0,3.0,62.19544,3.5,.s.im.p.l.e.m.en.t,.s.5.p.l.%.m.@.#,(s-s.im-5.p-p.l-l.e-%.m-m.en-@.t-#),.s.im.p.l.e.m.ent,.s.5.p.l.%.m.@,(s-s.im-5.p-p.l-l.e-%.m-m.ent-@),ent,@,ent-@,303.0,8885.0,100.0,100.0,35.151,16.181,1268.0,44427.0,946.0,30950.0,83.453,83.437,70.793,68.288,16.0,im-5,16.0,im-5,17.781,e-%,9.639,im-5,895.0,57599.287,1199.0,35209.498,2055.0,86557.658,895.0,57599.287,1083.0,30000.725,309.0,9049.468,100.0,100.0,78.09,78.149,99.084,98.604,85.482,77.726,75.245,75.746,33.844,21.564,s ɛ̃ p l ə m ɑ̃
simples,s5pl,"ADJ,NC",7.0,4.0,1.75,6.0,1.0,21.7684,2.65,.s.im.p.l.e.s,.s.5.p.l.°.#,(s-s.im-5.p-p.l-l.e-°.s-#),.s.im.p.les,.s.5.p.l,(s-s.im-5.p-p.les-l),imples,5pl,imples-5pl,1.0,22.0,100.0,100.0,50.0,8.861,1863.0,74309.0,598.0,24362.0,99.312,98.374,50.606,45.466,16.0,im-5,16.0,im-5,96.974,p-p,9.639,im-5,895.0,57599.287,1570.0,44473.821,4002.0,210357.889,895.0,57599.287,651.0,17829.957,197.0,4188.885,100.0,100.0,99.197,98.38,99.084,96.724,85.482,77.726,46.923,47.97,23.095,8.197,s ɛ̃ p l
simplicité,s5plisite,NC,10.0,9.0,1.11,9.0,4.0,3.10977,4.45,.s.im.p.l.i.c.i.t.é,.s.5.p.l.i.s.i.t.e,(s-s.im-5.p-p.l-l.i-i.c-s.i-i.t-t.é-e),.s.im.p.l.i.c.i.t.é,.s.5.p.l.i.s.i.t.e,(s-s.im-5.p-p.l-l.i-i.c-s.i-i.t-t.é-e),é,e,é-e,638.0,12194.0,100.0,100.0,28.843,21.44,2076.0,63125.0,1792.0,50328.0,85.427,84.41,67.287,66.965,16.0,im-5,16.0,im-5,39.889,c-s,9.639,im-5,895.0,57599.287,2440.0,71075.914,704.0,12995.844,895.0,57599.287,2076.0,54622.961,704.0,12995.844,100.0,100.0,81.263,79.955,100.0,100.0,85.482,77.726,70.489,71.204,26.677,26.53,s ɛ̃ p l i s i t e
simplifie,s5plifi,VER,9.0,7.0,1.29,8.0,3.0,6.21954,3.8,.s.im.p.l.i.f.i.e,.s.5.p.l.i.f.i.#,(s-s.im-5.p-p.l-l.i-i.f-f.i-i.e-#),.s.im.p.l.i.f.ie,.s.5.p.l.i.f.i,(s-s.im-5.p-p.l-l.i-i.f-f.ie-i),ie,i,ie-i,155.0,6851.0,100.0,100.0,27.828,17.802,1814.0,55756.0,1232.0,37667.0,82.584,80.277,65.242,63.057,16.0,im-5,16.0,im-5,16.592,e-#,9.639,im-5,895.0,57599.287,2171.0,62432.57,591.0,13854.118,895.0,57599.287,1513.0,39813.358,161.0,7006.338,100.0,100.0,90.68,89.558,16.592,4.866,85.482,77.726,69.091,69.651,25.76,15.421,s ɛ̃ p l i f i
