"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","SUBTLWF","LgSUBTLWF","SUBTLCD","LgSUBTLCD","Ortho_N","Phono_N","Phono_N_H","OG_N","OG_N_H","Freq_N","Freq_N_P","Freq_N_PH","Freq_N_OG","Freq_N_OGH","Freq_Greater","Freq_G_Mean","Freq_Less","Freq_L_Mean","Freq_Rel","OLD","OLDF","PLD","PLDF","Concreteness_Rating","Semantic_Neighborhood_Density","Semantic_Neighbors","Semantic_Diversity","Age_Of_Acquisition","Body_Object_Interaction","Emotional_Valence","Emotional_Arousal","Emotional_Dominance","Assoc_Freq_R1","Assoc_Types_R1","Assoc_Freq_R123","Assoc_Types_R123","BG_Sum","BG_Mean","BG_Freq_By_Pos","Pron","NPhon","NSyll","MorphSp","MorphPr","NMorph","POS","I_Mean_RT","I_Zscore","I_SD","Obs","I_Mean_Accuracy","I_NMG_Mean_RT","I_NMG_Zscore","I_NMG_SD","I_NMG_Obs","I_NMG_Mean_Accuracy"
"aliment","7","#","8","2.079","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.500","7.048","2.650","7.055","#","0.250","0","#","#","#","#","#","#","1","1","4","4","15,273","2,545.500","1,808","""alIm@nt","7","3","#","","#","NN|VB","886.619","0.396","285.051","21","0.68","773.538","0.486","221.218","13","0.591"
"alimony","7","#","311","5.740","2.590","2.124","1.050","1.949","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.850","7.044","3.650","6.073","3.080","0.341","0","#","14.470","#","3.860","3.090","4.320","2","2","17","9","12,424","2,070.667","1,215","""a.l@.m%o.ni","7","4","{alimony}","{""a.l@.m%o.ni}","1","NN","856.516","0.188","277.788","31","0.89","823.200","0.249","275.220","25","0.962"
"alive","5","57","19,998","9.903","154.470","3.897","44.530","3.572","3","3","3","1","1","8.4","6.876","6.876","8.630","8.630","0","#","3","8.4","1.18","1.800","8.274","1.850","8.150","3.140","0.645","6,507","1.854","5.110","2.000","6.570","5.930","6.770","212","69","574","190","8,586","2,146.500","854","@.l""aIv","4","2","{a--live}","{@-.-l""aIv}","2","JJ","603.161","-0.615","200.283","31","0.94","566.731","-0.774","91.866","26","1.000"
"alkali","6","4","107","4.673","0.350","1.279","0.170","1.176","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","7.139","3.050","5.848","#","0.483","0","1.007","14.350","#","#","#","#","6","4","13","7","9,081","1,816.200","1,009","""al.k@.laI","6","3","{alkal--i}","{""al.k@.l--aI}","2","NN","878.643","0.306","377.035","14","0.45","944.421","0.745","289.807","19","0.792"
"alkaline","8","2","757","6.629","0.310","1.230","0.140","1.114","0","1","1","0","0","#","1.792","1.792","#","#","#","#","#","#","#","3.400","6.639","2.950","5.805","3.480","0.536","0","1.174","13.680","#","#","#","#","6","4","14","8","18,266","2,609.429","2,231","""al.k@.laIn","7","3","{alkal--ine}","{""al.k@.l--aIn}","2","JJ","793.871","0.066","262.955","31","0.97","832.885","0.174","322.127","26","0.929"
"alkalis","7","2","6","1.792","#","#","#","#","0","1","1","0","0","#","6.629","6.629","#","#","#","#","#","#","#","3.100","6.970","2.650","5.009","#","0.355","0","#","#","#","#","#","#","#","#","#","#","11,855","1,975.833","1,312","""al.k@.laIz","7","3","{alkal--i}>s>","{""al.k@.l--aI}>z>","3","NN","1,046.000","1.088","578.495","3","0.09","827.400","0.759","177.749","10","0.417"
"all","3","3,001","1,699,638","14.346","5,161.860","5.420","98.700","3.918","5","18","20","3","5","6.8","8.709","8.499","7.755","6.994","0","#","5","6.8","2.10","1.200","8.693","1.000","9.765","2.270","0.702","9,665","2.335","4.240","2.130","#","#","#","453","126","1,009","281","4,681","2,340.500","359","""Ol","2","1","{all}","{""Ol}","1","minor|RB","592.333","-0.555","131.160","33","0.97","577.556","-0.717","109.621","27","1.000"
"Allah","5","1","8,033","8.991","4.410","2.354","0.830","1.851","2","0","0","0","0","6.7","#","0.000","#","#","0","#","2","6.7","1.34","1.900","8.200","2.000","8.397","#","0.566","8","1.111","#","#","#","#","#","3","3","23","13","6,768","1,692.000","553","""A.l@","3","2","{allah}","{""A.l@}","1","NN","779.444","0.093","279.079","27","0.84","786.720","0.313","182.046","25","0.926"
"Allan","5","4","4,935","8.504","3.610","2.267","0.620","1.724","3","3","11","0","4","7.8","7.801","8.682","#","9.597","2","9.3","1","5.0","1.08","1.800","8.148","1.700","7.935","#","0.611","3,711","#","#","#","#","#","#","1","1","3","3","10,183","2,545.750","908","""a.l@n","4","2","{allan}","{""a.l@n}","1","NN","798.100","0.057","303.217","30","0.88","699.192","-0.153","185.140","26","0.963"
"allay","5","2","142","4.956","0.330","1.255","0.190","1.230","4","9","9","0","0","8.2","8.050","8.050","#","#","4","8.2","0","#","0.60","1.750","7.863","1.550","8.778","#","0.246","0","2.044","15.770","#","#","#","#","4","4","4","4","7,123","1,780.750","582","@.l""e","3","2","{allay}","{@.l""e}","1","VB","745.357","0.017","325.896","14","0.45","761.933","0.193","202.885","15","0.536"
"allegation","10","#","1,011","6.919","0.530","1.447","0.270","1.380","0","1","1","0","0","#","8.347","8.347","#","#","#","#","#","#","#","2.650","6.387","2.150","7.062","1.790","0.554","1","1.593","11.840","#","3.260","5.900","3.960","1","1","9","8","25,217","2,801.889","3,066","%a.l@.g""e.Sn=","7","4","{alleg--ate}>ion>","{%a.l@.g--""e.S$}>n=>","3","NN","762.107","-0.154","357.207","28","0.85","801.889","0.158","269.087","27","1.000"
"allegations","11","5","4,126","8.325","2.160","2.045","1.000","1.929","0","1","1","0","0","#","6.551","6.551","#","#","#","#","#","#","#","3.150","6.636","2.550","6.707","#","0.601","3,226","1.574","11.840","#","#","#","#","#","#","2","2","27,073","2,707.300","3,191","%a.l@.g""e.Sn=z","8","4","{alleg--ate}>ion>>s>","{%a.l@.g--""e.S$}>n=>>z>","4","NN","826.156","0.116","315.362","32","0.94","740.346","0.160","180.885","26","0.963"
"allege","6","1","516","6.246","0.220","1.079","0.120","1.041","0","2","2","0","0","#","6.738","6.738","#","#","#","#","#","#","#","2.400","7.244","1.800","7.310","1.760","0.461","0","1.626","12.810","#","#","#","#","2","2","8","8","9,742","1,948.400","944","@.l""EdZ","4","2","{allege}","{@.l""EdZ}","1","VB","795.000","0.328","197.992","25","0.76","630.619","-0.354","162.170","21","0.808"
"alleged","7","10","7,788","8.960","3.980","2.310","1.910","2.207","0","1","1","0","0","#","6.953","6.953","#","#","#","#","#","#","#","2.500","6.658","2.400","6.538","1.820","0.646","6,421","1.724","12.050","#","3.620","5.090","4.270","11","2","21","7","14,227","2,371.167","1,755","@.l""EdZd","5","2","{allege}>ed>","{@.l""EdZ}>d>","2","VB|JJ","712.735","-0.199","228.946","34","1.00","624.920","-0.439","153.579","25","0.962"
"allegedly","9","4","4,412","8.392","2.220","2.057","1.110","1.973","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","6.101","3.850","5.980","1.640","0.639","5,983","1.780","#","#","#","#","#","1","1","4","3","16,083","2,010.375","1,944","@.l""EdZ.@d.li","8","4","{allege}>ed>>ly>","{@.l""EdZ}.>@d>.>li>","3","RB","875.276","0.326","380.095","29","0.91","780.240","0.263","212.224","25","0.962"
"allegiance","10","4","1,343","7.203","3.120","2.204","1.530","2.111","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.450","5.893","2.950","6.565","1.770","0.563","358","1.658","8.420","#","5.800","5.170","7.050","35","6","58","18","16,742","1,860.222","1,654","@.l""i.dZ@ns","7","3","{alleg--iance}","{@.l""i.dZ--@ns}","2","NN","789.697","0.060","224.493","33","0.97","858.923","0.326","362.337","26","0.963"
"allegiances","11","1","64","4.159","0.180","1.000","0.100","0.954","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.850","6.158","3.700","6.483","#","0.357","0","1.611","8.420","#","#","#","#","#","#","#","#","21,231","2,123.100","1,862","@.l""i.dZ@ns.@z","9","4","{alleg--iance}>s>","{@.l""i.dZ--@ns}.>@z>","3","NN","873.032","0.326","350.230","31","0.91","737.043","0.001","181.096","23","0.920"
"alleging","8","3","476","6.165","0.310","1.230","0.170","1.176","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.800","6.705","2.700","6.632","#","0.562","2","1.648","12.810","#","#","#","#","#","#","#","#","19,923","2,846.143","2,563","@.l""EdZ.IN","6","3","{allege}>ing>","{@.l""EdZ}.>IN>","2","VB","799.931","0.080","201.395","29","0.88","789.192","0.266","239.774","26","0.963"
"allegoric","9","2","4","1.386","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.700","6.744","3.850","6.024","1.720","0.217","0","#","#","#","#","#","#","#","#","1","1","16,812","2,101.500","1,486","%a.l@.g""O.rIk","8","4","{allegor--ic}","{%a.l@.g""O.r--Ik}","2","JJ","915.842","0.518","438.845","19","0.58","870.750","0.835","270.798","16","0.762"
"allegorical","11","3","237","5.468","0.160","0.954","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.500","6.489","4.400","6.173","1.520","0.484","0","1.273","12.410","#","#","#","#","#","#","#","#","21,679","2,167.900","1,713","%a.l@.g""O.rIk.l=","9","5","{allegor--ic}>al>","{%a.l@.g""O.r--Ik}.>l=>","3","JJ","951.333","0.571","308.232","27","0.84","753.250","0.238","193.310","20","0.769"
"allegory","8","3","505","6.225","0.240","1.114","0.120","1.041","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.200","6.558","3.350","5.802","2.070","0.484","0","1.238","14.160","#","#","#","#","5","5","16","14","12,280","1,754.286","1,109","""a.l@.g%O.ri","7","4","{allegor--y}","{""a.l@.g%O.r--i}","2","NN","734.556","-0.033","226.575","27","0.84","832.833","0.170","371.325","24","0.923"
"allegretto","10","#","26","3.258","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.650","6.050","4.450","6.142","#","0.318","0","#","#","#","#","#","#","#","#","#","#","17,213","1,912.556","1,359","%a.l@.gr""E.4o","8","4","{allegretto}","{%a.l@.gr""E.4o}","1","JJ|RB|NN","888.625","0.100","351.164","8","0.28","823.833","0.812","178.677","12","0.522"
"allegro","7","2","660","6.492","0.510","1.431","0.150","1.146","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.850","7.210","3.250","7.491","#","0.404","0","0.603","13.070","#","5.000","3.890","5.360","1","1","6","5","11,422","1,903.667","1,007","@.l""e.gro","6","3","{allegro}","{@.l""e.gro}","1","JJ|NN","708.667","-0.013","165.418","24","0.77","772.815","0.071","231.324","27","1.000"
"Alleluia","8","#","66","4.190","0.610","1.505","0.080","0.903","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.850","5.884","4.350","6.301","#","0.341","0","#","#","#","#","#","#","#","#","#","#","11,968","1,709.714","1,291","%a.l@.l""u.j@","7","4","{alleluia}","{%a.l@.l""u.j@}","1","minor","1,131.500","1.335","446.902","16","0.52","828.333","0.575","337.299","9","0.450"
"Allen","5","20","14,718","9.597","11.940","2.785","2.350","2.297","4","3","11","1","5","8.8","7.801","8.463","8.527","8.515","1","10.0","3","8.3","1.10","1.750","7.637","1.700","7.935","#","0.656","6,911","#","#","#","#","#","#","17","5","29","11","11,913","2,978.250","1,205","""a.l@n","4","2","{allen}","{""a.l@n}","1","NN","699.686","-0.243","242.656","35","1.00","613.480","-0.219","115.979","25","0.926"
"Allen's","7","1","342","5.835","#","#","#","#","0","1","1","0","0","#","8.551","8.551","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","13,121","2,186.833","1,397","""a.l@nz","5","2","{allen}>'s>","{""a.l@n}>z>","2","encl","655.567","-0.367","187.335","30","0.91","681.692","-0.225","145.560","26","0.929"
"allergen","8","#","115","4.745","0.060","0.602","0.020","0.477","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.850","6.880","3.350","6.737","3.930","0.360","0","#","11.580","3.269","#","#","#","1","1","7","6","19,592","2,798.857","2,680","""a.l@`.dZ@n","6","3","{allerg--en}","{""a.l@`.dZ--@n}","2","NN","868.923","0.319","259.972","13","0.42","779.739","0.218","208.014","23","0.885"
"allergic","8","2","1,965","7.583","8.100","2.617","3.650","2.487","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.200","6.509","3.350","6.728","2.550","0.528","0","1.262","7.720","#","3.000","5.400","3.810","17","14","48","37","17,435","2,490.714","2,440","@.l""3`.dZIk","6","3","{allerg--ic}","{@.l""3`.dZ--Ik}","2","JJ","643.333","-0.423","192.238","33","0.97","714.143","-0.283","242.969","28","1.000"
"allergies","9","1","1,840","7.518","2.730","2.146","1.350","2.057","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.350","6.450","3.250","6.722","#","0.480","0","1.127","8.110","#","#","#","#","33","16","132","70","20,885","2,610.625","2,702","""a.l@`.dZiz","6","3","{allerg--y}>s>","{""a.l@`.dZ--i}>z>","3","NN","673.031","-0.494","209.217","32","1.00","678.500","-0.197","186.815","28","1.000"
"allergy","7","1","2,765","7.925","1.690","1.940","0.790","1.826","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","2.700","7.332","2.700","6.989","3.680","0.484","0","1.107","8.110","2.810","2.900","3.900","3.500","92","37","329","121","14,700","2,450.000","2,079","""a.l@`.dZi","5","3","{allerg--y}","{""a.l@`.dZ--i}","2","NN","739.857","-0.211","265.468","35","1.00","663.481","-0.387","122.868","27","1.000"
"alleviate","9","5","1,410","7.251","0.450","1.380","0.270","1.380","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.400","6.041","3.450","6.699","2.480","0.546","0","1.959","11.390","#","6.250","3.450","5.840","7","6","18","16","19,040","2,380.000","2,210","@.l""i.vi.et","7","4","{a--lleviate}","{@-.-l""i.vi.et}","2","VB","788.484","-0.055","277.957","31","0.94","736.154","0.067","177.839","26","0.963"
"alleviating","11","1","206","5.328","0.080","0.699","0.050","0.699","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.800","6.623","4.050","6.115","#","0.354","0","1.839","11.390","#","#","#","#","1","1","1","1","30,236","3,023.600","2,996","@.l""i.vi.%e4.IN","9","5","{a--lleviate}>ing>","{@-.-l""i.vi.%e4}.>IN>","3","VB","834.963","0.256","283.974","27","0.87","775.381","0.255","232.665","21","0.875"
"alleviation","11","2","95","4.554","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.200","6.778","3.450","6.813","2.150","0.359","0","1.668","#","#","#","#","#","#","#","#","#","26,536","2,653.600","3,184","@.l%i.vi.""e.Sn=","8","5","{a--lleviate}>ion>","{@-.-l%i.vi.""e.S$}>n=>","3","NN","820.926","0.328","184.224","27","0.82","755.680","0.226","180.231","25","0.962"
"alley","5","8","3,011","8.010","16.290","2.920","6.700","2.751","3","15","15","1","1","7.3","7.050","7.050","7.282","7.282","1","9.6","2","6.1","1.10","1.650","7.503","1.000","7.111","4.820","0.579","1,840","1.506","7.260","4.143","4.170","4.080","4.630","39","22","134","66","8,333","2,083.250","713","""a.li","3","2","{alley}","{""a.li}","1","NN","644.333","-0.525","191.879","30","0.88","617.714","-0.533","116.421","28","1.000"
"alleys","6","1","238","5.472","1.140","1.771","0.620","1.724","1","9","9","1","1","6.7","6.436","6.436","6.677","6.677","1","6.7","0","#","0.82","1.800","7.295","1.400","7.208","#","0.414","0","1.400","7.260","#","#","#","#","#","#","5","4","8,567","1,713.400","745","""a.liz","4","2","{alley}>s>","{""a.li}>z>","2","NN","690.710","-0.254","188.496","31","0.94","632.296","-0.433","192.364","27","0.964"
"alleyway","8","#","88","4.477","0.780","1.613","0.430","1.568","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.450","6.610","2.650","6.159","4.300","0.296","0","1.130","8.110","3.478","3.460","3.700","5.200","3","3","8","7","9,457","1,351.000","843","""a.li.w%e","5","3","{alley}{way}","{""a.li}.{w%e}","2","NN","764.276","0.073","179.631","29","0.91","744.000","0.034","216.578","27","1.000"
"alleyways","9","1","63","4.143","0.160","0.954","0.100","0.954","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.650","6.641","2.750","6.301","#","0.290","0","1.254","8.110","#","#","#","#","#","#","2","2","9,691","1,211.375","854","""a.li.w%ez","6","3","{alley}{way}>s>","{""a.li}.{w%e}>z>","3","NN","862.800","0.289","223.280","30","0.91","716.556","-0.057","217.586","27","1.000"
"alliance","8","20","9,893","9.200","9.120","2.668","2.270","2.281","0","1","1","0","0","#","7.278","7.278","#","#","#","#","#","#","#","2.550","6.633","2.100","7.525","2.500","0.650","6,617","1.647","11.280","#","6.140","4.400","5.780","22","13","56","34","15,062","2,151.714","1,563","@.l""aI@ns","6","2","{ally}>ance>","{@.l""aI$}>@ns>","2","NN","700.935","-0.369","185.850","31","0.97","644.821","-0.339","208.341","28","1.000"
"alliances","9","1","1,387","7.235","0.310","1.230","0.180","1.204","0","1","9","0","0","#","6.397","5.549","#","#","#","#","#","#","#","2.800","6.811","2.600","6.386","#","0.562","186","1.550","11.280","#","#","#","#","#","#","#","#","19,551","2,443.875","1,978","@.l""aI@ns.@z","8","3","{ally}>ance>>s>","{@.l""aI$}>@ns>.>@z>","3","NN","720.968","-0.370","259.520","31","0.97","708.481","-0.185","252.714","27","0.964"
"alliance's","10","1","110","4.700","#","#","#","#","0","1","9","0","0","#","6.397","6.816","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","16,254","1,806.000","1,674","@.l""aI@ns.@z","8","3","{ally}>ance>>'s>","{@.l""aI$}>@ns>.>@z>","3","encl","807.303","-0.006","336.320","33","1.00","796.440","0.189","230.103","25","0.893"
"allied","6","29","3,392","8.129","2.880","2.170","1.060","1.954","1","6","6","1","1","8.5","6.660","6.660","8.514","8.514","1","8.5","0","#","0.95","1.900","7.259","1.600","7.704","2.380","0.634","5,392","1.668","10.850","#","5.950","3.380","5.400","2","2","6","6","13,167","2,633.400","1,552","""a.laId","4","2","{ally}>ed>","{""a.laI}>d>","2","VB|JJ","684.875","-0.450","220.490","32","0.97","704.500","-0.185","239.528","26","0.897"
"allies","6","30","4,984","8.514","5.100","2.417","1.780","2.176","1","5","5","1","1","8.1","6.245","6.245","8.129","8.129","0","#","1","8.1","1.05","1.850","6.659","1.750","8.126","3.480","0.624","4,844","1.514","9.610","#","#","#","#","10","4","23","15","13,171","2,634.200","1,595","""a.laIz","4","2","{ally}>s>","{""a.laI}>z>","2","NN|VB","655.909","-0.282","162.349","33","0.97","714.455","-0.103","173.353","22","0.880"
"alligator","9","4","723","6.583","3.490","2.253","1.490","2.100","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","3.550","6.470","2.900","6.485","4.960","0.463","0","1.723","4.780","3.609","4.230","5.360","4.100","66","9","134","34","17,162","2,145.250","1,815","""a.l@.g%e.4@`","7","4","{alligator}","{""a.l@.g%e.4@`}","1","NN","637.970","-0.508","186.774","33","0.97","653.370","-0.427","178.992","27","1.000"
"alligatored","11","1","1","0.000","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","4.650","6.255","3.200","6.685","#","#","#","#","#","#","#","#","#","#","#","#","#","26,189","2,618.900","2,115","""a.l@.g%e.4@`d","8","4","{alligator}>ed>","{""a.l@.g%e.4@`}d","2","JJ","1,061.231","1.003","382.684","13","0.42","943.818","0.939","366.581","11","0.611"
"Allison","7","1","3,144","8.053","#","#","#","#","0","1","1","0","0","#","4.369","4.369","#","#","#","#","#","#","#","2.950","7.878","2.200","7.243","#","0.587","1,908","#","#","#","#","#","#","2","2","5","5","15,576","2,596.000","1,488","""a.lI.sn=","5","3","{allison}","{""a.lI.sn=}","1","NN","765.647","-0.106","380.518","34","0.94","695.800","-0.188","216.142","25","1.000"
"Allison's","9","1","156","5.050","#","#","#","#","0","0","0","0","0","#","#","0.000","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","16,784","2,098.000","1,674","""al@s@nz","7","3","#","","#","#","662.250","-0.289","193.552","32","0.94","617.407","-0.342","139.976","27","1.000"
"alliterate","10","#","10","2.303","#","#","#","#","1","0","0","0","0","7.5","#","0.000","#","#","1","7.5","0","#","0.31","2.950","5.104","3.050","5.740","2.440","0.252","0","#","#","#","#","#","#","#","#","#","#","31,849","3,538.778","3,594","@.l""I.4@`.ret","8","4","{a--lliter--ate}","{@-.-l""I.4@`.r--et}","3","VB","926.476","0.294","563.122","21","0.75","814.043","0.425","242.142","23","0.958"
