Word,Length,Freq_KF,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,OLD,OLDF,PLD,PLDF,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,Assoc_Freq_R1,Assoc_Types_R1,Assoc_Freq_R123,Assoc_Types_R123,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy,Word_IPA
terrible,8,45,"12,323",9.419,94.020,3.681,33.500,3.449,1,2,2,0,0,8.8,5.275,5.275,#,#,0,#,1,8.8,1.07,2.850,6.911,2.300,7.063,2.040,0.594,"2,865",1.721,5.560,#,2.100,4.390,3.400,218,77,629,231,"18,999","2,714.143","2,112","t""E.r@.bl=",6,3,{terr--ible},"{t""E.r--@.bl=}",2,JJ,625.500,-0.485,201.816,32,0.97,639.111,-0.315,91.152,27,1.0,t ɛ ɹ ᵻ b əl 
terribly,8,18,"6,590",8.793,23.630,3.081,9.310,2.893,1,0,0,0,0,9.4,#,0.0,#,#,1,9.4,0,#,0.93,2.750,6.370,2.500,6.149,1.210,0.445,0,1.678,#,#,#,#,#,2,1,8,3,"17,127","2,446.714","2,001","t""E.r@.bli",7,3,{terr--ible}>y>,"{t""E.r--@.bl}>i>",3,RB,792.515,-0.145,356.960,33,1.0,651.759,-0.246,124.492,29,1.0, t ɛ ɹ ᵻ b l i 
terrier,7,6,"2,637",7.877,0.960,1.699,0.390,1.532,0,1,1,0,0,#,3.555,3.555,#,#,#,#,#,#,#,2.500,6.838,1.850,7.652,4.620,0.466,0,1.153,8.680,5.417,6.200,3.750,5.320,9,8,26,18,"21,424","3,570.667","2,851","t""E.ri@`",5,2,{terrier},"{t""E.ri@`}",1,NN,836.692,-0.074,417.191,26,0.79,721.357,0.008,195.241,28,1.0, t ɛ ɹ i ɚ 
terriers,8,1,"1,209",7.098,0.080,0.699,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.650,6.571,2.250,6.807,#,0.386,0,1.082,8.680,#,#,#,#,#,#,#,#,"22,893","3,270.429","3,040","t""E.ri@`z",6,2,{terrier}>s>,"{t""E.ri@`}>z>",2,NN,727.560,-0.087,203.899,25,0.71,838.818,0.364,354.614,22,0.846, t ɛ ɹ ɪɹ z 
terrific,8,5,"3,890",8.266,41.920,3.330,15.190,3.106,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.200,6.528,3.800,6.915,2.070,0.451,0,1.772,6.050,#,7.120,5.460,6.270,19,17,52,34,"17,604","2,514.857","2,243","t@`.r""I.fIk",7,3,{terr--ific},"{t@`.r--""I.fIk}",2,JJ,585.059,-0.708,145.415,34,1.0,631.889,-0.282,104.001,27,1.0, t ɚ ɹ ɪ f ɪ k 
terrified,9,7,"1,899",7.549,9.570,2.689,4.790,2.605,1,2,2,1,1,4.0,6.187,6.187,3.970,3.970,0,#,1,4.0,1.90,2.600,6.269,3.100,5.687,2.430,0.527,0,1.672,8.496,#,2.510,6.100,3.290,24,10,94,25,"21,050","2,631.250","2,705","t""E.r@.f%aId",7,3,{terr--ify}>ed>,"{t""E.r--@.f%aI}>d>",3,VB|JJ,685.355,-0.355,406.138,31,0.94,626.222,-0.359,138.130,27,1.0, t ɛ ɹ ᵻ f aɪ d 
terrifies,9,2,53,3.97,0.350,1.279,0.210,1.279,1,1,1,1,1,7.5,7.549,7.549,7.549,7.549,1,7.5,0,#,0.53,2.750,6.693,2.350,5.452,#,0.222,0,#,8.050,#,#,#,#,#,#,#,#,"21,054","2,631.750","2,505","t""E.r@.faIz",7,3,{terr--ify}>s>,"{t""E.r--@.faI}>z>",3,VB,646.857,-0.314,215.366,28,0.93,707.857,-0.179,211.553,28,1.0, t ɛ ɹ ᵻ f aɪ z 
terrify,7,#,112,4.718,0.490,1.415,0.270,1.380,0,2,2,0,0,#,4.573,4.573,#,#,#,#,#,#,#,2.450,5.998,2.350,5.604,2.710,0.243,0,1.823,8.050,#,2.840,6.390,2.790,4,2,20,9,"14,626","2,437.667","1,867","t""E.r@.faI",6,3,{terr--ify},"{t""E.r--@.faI}",2,VB,654.688,-0.478,143.127,32,0.97,619.962,-0.403,143.673,26,1.0, t ɛ ɹ ᵻ f aɪ 
terrifying,10,7,970,6.877,4.250,2.338,2.340,2.295,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.350,6.104,3.000,5.524,2.080,0.475,0,1.764,8.330,#,2.630,5.910,2.680,33,16,102,46,"25,584","2,842.667","2,906","t""E.r@.f%aI.IN",8,4,{terr--ify}>ing>,"{t""E.r--@.f%aI}.>IN>",3,JJ|VB,716.697,-0.252,224.156,33,1.0,706.429,-0.182,167.090,28,1.0, t ɛ ɹ ᵻ f aɪ ɪ ŋ 
territorial,11,14,"2,210",7.701,1.670,1.935,0.880,1.875,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.050,6.096,3.500,6.088,2.710,0.606,"3,476",1.693,10.110,#,4.160,4.290,5.320,4,4,14,11,"27,364","2,736.400","2,760","t%E.r@.t""O.ri@l",10,4,{territory}>al>,"{t%E.r@.t""O.ri$}>@l>",2,JJ,787.000,-0.094,356.005,30,0.97,774.074,0.053,190.115,27,0.964, t ɛ ɹ ɪ t ɔː ɹ ɪ ə l 
territories,11,9,"3,000",8.006,1.200,1.792,0.510,1.643,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.900,6.638,3.650,5.917,#,0.619,"4,317",1.385,8.940,#,#,#,#,3,2,6,5,"28,922","2,892.200","2,813","t""E.r@.t%O.riz",9,4,{territory}>s>,"{t""E.r@.t%O.ri}>z>",2,NN,810.438,0.075,303.589,32,0.97,694.857,-0.102,150.336,28,0.966, t ɛ ɹ ɪ t ɔː ɹ i z 
territory,9,31,"9,631",9.173,14.670,2.874,6.220,2.719,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.400,6.786,3.250,6.225,3.410,0.650,"6,412",1.809,8.940,#,5.300,4.320,6.230,27,16,86,44,"20,940","2,617.500","2,479","t""E.r@.t%O.ri",8,4,{territory},"{t""E.r@.t%O.ri}",1,NN,703.406,-0.377,279.376,32,0.94,641.074,-0.229,109.190,27,1.0, t ɛ ɹ ɪ t ɔː ɹ i 
terror,6,25,"8,576",9.057,9.000,2.663,3.800,2.505,0,9,9,0,0,#,6.983,6.983,#,#,#,#,#,#,#,2.500,7.349,1.500,7.105,2.430,0.606,"3,932",1.631,8.790,#,2.750,6.350,2.950,75,49,298,159,"16,032","3,206.400","2,004","t""E.r@`",4,2,{terr--or},"{t""E.r--@`}",2,NN,571.486,-0.685,133.426,35,1.0,650.185,-0.327,139.400,27,0.964, t ɛ ɹ ɚ 
terrorism,9,#,"3,311",8.105,4.100,2.322,1.170,1.996,1,0,0,0,0,8.3,#,0.0,#,#,1,8.3,0,#,0.98,3.450,6.233,3.450,5.677,2.790,0.589,"2,321",1.381,12.830,#,1.600,7.420,2.690,14,11,67,49,"22,191","2,773.875","2,671","t""E.r@`.%I.zm=",7,4,{terr--or}>ism>,"{t""E.r--@`}.>%I.zm=>",3,NN,697.667,-0.262,197.939,33,0.97,693.643,-0.205,119.432,28,1.0, t ɛ ɹ ɚ ɹ ɪ z ə m 
terrorist,9,#,"4,000",8.294,12.100,2.791,3.730,2.497,1,0,0,0,0,8.1,#,0.0,#,#,0,#,1,8.1,1.02,3.400,6.247,2.800,5.893,3.640,0.595,"3,020",1.317,12.760,#,2.350,6.090,3.020,59,26,176,71,"25,230","3,153.750","2,781","t""E.r@`.Ist",7,3,{terr--or}>ist>,"{t""E.r--@`}.>Ist>",3,JJ|NN,669.688,-0.324,162.023,32,0.97,679.321,-0.303,103.211,28,1.0, t ɛ ɹ ɚ ɹ ɪ s t 
terrorists,10,1,"3,171",8.062,11.780,2.780,3.120,2.420,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.600,6.470,3.400,6.165,#,0.566,690,1.249,12.760,#,#,#,#,4,4,14,12,"26,236","2,915.111","2,869","t""E.r@`.Ists",8,3,{terr--or}>ist>>s>,"{t""E.r--@`}.>Ist>>s>",4,NN,670.438,-0.354,177.537,32,0.97,648.111,-0.401,131.872,27,1.0, t ɛ ɹ ɚ ɹ ɪ s t s 
terrorize,9,#,402,5.996,0.510,1.431,0.290,1.398,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.150,5.734,2.550,5.347,2.840,0.308,0,#,9.720,#,2.500,5.950,3.050,#,#,6,5,"20,006","2,500.750","2,630","t""E.r@`.aIz",6,3,{terr--or}>ise>,"{t""E.r--@`}.>aIz>",3,VB,740.424,-0.331,217.151,33,0.97,647.138,-0.376,116.167,29,1.0, t ɛ ɹ ɚ ɹ aɪ z 
terrorized,10,3,243,5.493,0.630,1.518,0.380,1.518,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.500,5.858,2.800,5.929,#,0.362,0,#,9.720,#,#,#,#,#,#,3,2,"24,491","2,721.222","3,059","t""E.r@`.aIzd",7,3,{terr--or}>ise>>ed>,"{t""E.r--@`}.>aIz>>d>",4,VB,724.676,-0.156,286.653,34,1.0,692.852,-0.085,122.676,27,1.0, t ɛ ɹ ɚ ɹ aɪ z d 
terrorizing,11,1,257,5.549,0.730,1.580,0.380,1.518,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.150,6.094,3.600,6.176,#,0.323,0,#,9.720,#,#,#,#,#,#,4,4,"30,441","3,044.100","3,118","t""E.r@`.%aIz.IN",8,4,{terr--or}>ise>>ing>,"{t""E.r--@`}.>%aIz>.>IN>",4,VB,901.182,0.218,356.695,33,0.97,725.143,0.02,237.815,28,1.0, t ɛ ɹ ɚ ɹ aɪ z ɪ ŋ 
terry,5,7,"17,681",9.78,22.020,3.051,2.590,2.338,6,20,20,6,6,7.7,8.173,8.173,7.690,7.690,1,9.9,5,7.3,1.27,1.700,7.997,1.000,8.297,#,0.639,"5,737",1.623,#,#,#,#,#,#,#,#,#,"11,769","2,942.250","1,343","t""E.ri",4,2,{terry},"{t""E.ri}",1,NN,758.143,-0.178,339.027,21,0.62,621.393,-0.354,87.016,28,1.0, t ɛ ɹ i 
terrycloth,10,#,35,3.555,0.100,0.778,0.060,0.778,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.850,5.084,4.300,4.053,4.550,0.293,0,#,12.070,4.692,#,#,#,5,3,11,4,"16,126","1,791.778","1,533","t""E.ri.kl%OT",8,3,{terry}{cloth},"{t""E.ri}.{kl%OT}",2,NN,901.290,0.328,279.373,31,0.91,702.704,-0.213,121.682,27,0.964, t ɛ ɹ ɪ k l ɔ θ 
terse,5,2,616,6.423,0.160,0.954,0.070,0.845,3,13,13,1,1,8.0,8.269,8.269,8.765,8.765,3,8.0,0,#,0.80,1.850,8.175,1.400,8.328,#,0.315,0,1.767,11.000,#,#,#,#,5,5,34,29,"14,057","3,514.250","1,587","t""3`s",3,1,{terse},"{t""3`s}",1,JJ,840.200,0.189,439.340,15,0.45,715.227,-0.032,209.585,22,0.846, t ɜː s 
tersely,7,2,81,4.394,0.020,0.301,0.010,0.301,1,0,0,0,0,3.3,#,0.0,#,#,0,#,1,3.3,1.33,2.700,6.618,2.150,7.217,#,0.159,0,1.211,#,#,#,#,#,#,#,#,#,"17,335","2,889.167","1,983","t""3`s.li",5,2,{terse}>ly>,"{t""3`s}.>li>",2,RB,779.118,0.181,196.857,17,0.55,792.688,0.27,188.202,16,0.696, t ɜː s l i 
tertian,7,1,3,1.099,#,#,#,#,0,1,1,0,0,#,5.591,5.591,#,#,#,#,#,#,#,2.800,7.317,2.450,7.450,#,0.221,0,#,#,#,#,#,#,#,#,#,#,"20,940","3,490.000","2,399","""t3`S@n",5,2,#,,#,JJ|NN,998.250,1.210,340.395,8,0.28,967.625,0.905,418.044,8,0.4, t ɜː ʃ ə n 
tertiary,8,1,587,6.375,0.240,1.114,0.130,1.079,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.250,6.574,4.600,6.043,#,0.560,101,1.294,14.380,#,#,#,#,11,4,35,10,"21,056","3,008.000","2,393","t""3`.Si.%E.ri",7,4,{tertiary},"{t""3`.Si.%E.ri}",1,JJ,996.158,0.632,404.483,19,0.58,856.143,0.644,204.596,21,0.875, t ɜː ʃ j ɚ ɹ i 
Tess,4,1,407,6.009,#,#,#,#,6,13,13,3,3,9.4,9.467,9.467,9.955,9.955,6,9.4,0,#,0.64,1.600,8.349,1.200,9.348,#,0.500,0,#,#,#,#,#,#,#,#,#,#,"10,455","3,485.000","1,074","t""Es",3,1,{tess},"{t""Es}",1,NN,800.682,0.290,277.645,22,0.69,609.333,-0.495,102.330,27,1.0, t ɛ s 
test,4,119,"124,267",11.73,84.080,3.632,24.980,3.321,13,18,18,10,10,8.4,8.481,8.481,8.616,8.616,1,12.5,12,8.1,1.40,1.250,8.572,1.000,8.699,3.930,0.670,"8,099",1.801,6.260,3.200,4.440,4.300,4.060,845,260,"1,958",678,"12,449","4,149.667","1,575","t""Est",4,1,{test},"{t""Est}",1,NN|VB,522.452,-0.916,124.123,31,0.94,613.464,-0.607,190.755,28,1.0, t ɛ s t 
testament,9,29,"5,182",8.553,2.350,2.083,1.190,2.004,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.300,6.323,2.700,6.325,2.700,0.587,"2,221",0.966,9.140,#,5.000,3.940,5.680,21,6,40,19,"23,846","2,980.750","2,880","t""E.st@.m@nt",9,3,{test--ament},"{t""E.st--@.m@nt}",2,NN,687.967,-0.416,172.213,30,0.94,671.462,-0.273,218.352,26,1.0, t ɛ s t ə m ə n t 
testaments,10,2,164,5.1,0.100,0.778,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.500,6.326,2.950,6.743,#,0.351,0,1.088,9.140,#,#,#,#,#,#,#,#,"24,852","2,761.333","2,968","t""E.st@.m@nts",10,3,{test--ament}>s>,"{t""E.st--@.m@nt}>s>",3,NN,742.967,0.009,331.482,30,0.94,678.821,-0.165,163.744,28,1.0, t ɛ s t ə m ə n t s 
tested,6,37,"17,025",9.742,10.530,2.731,4.880,2.613,7,6,6,5,5,6.8,6.784,6.784,6.815,6.815,0,#,7,6.8,1.43,1.650,6.946,1.600,6.790,3.000,0.626,"4,965",1.933,6.260,#,#,#,#,1,1,27,20,"21,329","4,265.800","2,927","t""Est.@d",6,2,{test}>ed>,"{t""Est}.>@d>",2,VB|JJ,610.909,-0.602,175.735,33,0.97,608.231,-0.529,115.821,26,1.0, t ɛ s t ᵻ d 
tester,6,#,"2,660",7.886,0.330,1.255,0.170,1.176,8,8,8,5,5,6.3,6.681,6.681,5.994,5.994,1,9.7,7,5.8,1.25,1.600,7.229,1.700,7.074,3.880,0.381,0,1.474,8.840,3.250,#,#,#,4,4,11,11,"23,006","4,601.200","3,563","t""Est.@`",5,2,{test}>er>,"{t""Est}.>@`>",2,NN,735.719,-0.268,239.036,32,0.94,631.154,-0.579,95.726,26,0.963, t ɛ s t ɚ 
testes,6,#,277,5.624,0.160,0.954,0.070,0.845,3,0,0,0,0,8.8,#,0.0,#,#,3,8.8,0,#,0.64,1.800,6.617,2.500,7.468,4.540,0.433,0,#,#,5.083,#,#,#,4,4,12,8,"21,333","4,266.600","2,970","t""E.stiz",6,2,{testes},"{t""E.stiz}",1,NN,877.593,0.340,303.292,27,0.82,683.154,-0.104,158.242,26,0.963, t ɛ s t iː z 
testicle,8,2,254,5.537,1.140,1.771,0.540,1.663,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.800,6.458,2.850,7.136,4.590,0.282,0,#,11.600,6.240,4.190,5.400,4.860,8,6,32,25,"23,513","3,359.000","2,889","t""E.stI.kl=",7,3,{testicle},"{t""E.stI.kl=}",1,NN,707.719,-0.311,180.722,32,0.97,717.852,-0.168,139.763,27,1.0, t ɛ s t ɪ k əl 
testicular,10,1,178,5.182,0.610,1.505,0.240,1.322,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.800,6.119,4.050,6.576,3.710,0.419,0,#,13.200,2.609,3.890,4.950,4.140,#,#,#,#,"26,194","2,910.444","2,931","tE.st""I.kj@.l@`",10,4,{testicul--ar},"{tE.st""I.kj@.l--@`}",2,JJ,777.097,0.035,214.806,31,0.91,786.833,0.305,240.831,24,0.923, t ɛ s t ɪ k j ʊ l ɚ 
testified,9,11,"1,550",7.346,3.840,2.295,1.560,2.121,1,1,1,1,1,5.5,5.472,5.472,5.472,5.472,0,#,1,5.5,1.34,2.700,6.420,3.050,6.378,#,0.569,895,1.644,10.000,#,#,#,#,#,#,#,#,"24,267","3,033.375","3,227","t""E.st@.faId",8,3,{test--ify}>ed>,"{t""E.st--@.faI}>d>",3,VB,736.667,-0.293,328.432,33,1.0,620.107,-0.543,110.221,28,1.0, t ɛ s t ᵻ f aɪ d 
testifies,9,4,238,5.472,0.650,1.532,0.350,1.477,1,1,1,1,1,7.3,7.346,7.346,7.346,7.346,1,7.3,0,#,0.74,2.950,6.415,3.100,5.247,#,0.343,0,1.887,10.000,#,#,#,#,#,#,#,#,"24,271","3,033.875","3,027","t""E.st@.faIz",8,3,{test--ify}>s>,"{t""E.st--@.faI}>z>",3,VB,840.818,0.259,268.758,33,1.0,658.000,-0.149,135.041,28,1.0, t ɛ s t ᵻ f aɪ z 
testify,7,8,"2,037",7.619,14.200,2.860,4.920,2.617,1,0,0,0,0,3.3,#,0.0,#,#,0,#,1,3.3,2.34,2.500,5.739,2.750,5.618,2.670,0.550,3,1.891,10.000,#,4.550,6.160,5.880,8,7,23,12,"17,843","2,973.833","2,389","t""E.st@.faI",7,3,{test--ify},"{t""E.st--@.faI}",2,VB,725.485,-0.443,346.415,33,1.0,632.630,-0.453,105.002,27,1.0, t ɛ s t ᵻ f aɪ 
testily,7,1,26,3.258,#,#,#,#,1,0,0,0,0,7.6,#,0.0,#,#,1,7.6,0,#,0.43,2.550,6.007,2.650,6.352,#,0.123,0,1.214,#,#,#,#,#,#,#,#,#,"20,202","3,367.000","2,532","t""E.st@.li",7,3,{testy}>ly>,"{t""E.st@$}.>li>",2,RB,767.900,-0.129,509.106,20,0.59,732.522,0.075,304.717,23,0.885, t ɛ s t i l i 
testimonial,11,2,398,5.986,0.630,1.518,0.310,1.431,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.300,6.643,4.800,5.763,2.920,0.396,0,1.313,12.400,#,5.890,3.150,4.800,#,#,1,1,"29,384","2,938.400","3,076","t%E.st@.m""o.ni@l",11,4,{test--imony}>al>,"{t%E.st--@.m""o.ni$}>@l>",3,NN|JJ,725.118,-0.066,186.893,34,1.0,668.519,-0.305,151.342,27,1.0, t ɛ s t ᵻ m oʊ n ɪ ə l 
testimonials,12,1,732,6.596,0.140,0.903,0.080,0.903,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.750,5.960,5.400,5.542,#,0.338,0,1.575,12.400,#,#,#,#,#,#,#,#,"29,799","2,709.000","3,080","t%E.st@.m""o.ni@lz",12,4,{test--imony}>al>>s>,"{t%E.st--@.m""o.ni$}>@l>>z>",4,NN,856.633,0.275,337.083,30,0.94,711.500,-0.178,180.831,26,1.0, t ɛ s t ᵻ m oʊ n ɪ ə l z 
testimony,9,47,"6,328",8.753,14.750,2.877,4.630,2.590,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.700,6.371,4.050,6.391,3.210,0.605,"3,826",1.791,10.320,#,5.050,4.220,4.630,7,7,37,23,"23,838","2,979.750","2,723","t""E.st@.m%o.ni",9,4,{test--imony},"{t""E.st--@.m%o.ni}",2,NN,643.788,-0.469,219.383,33,1.0,616.231,-0.322,80.488,26,1.0, t ɛ s t ᵻ m ə n i 
testing,7,32,"40,153",10.6,15.120,2.888,6.820,2.758,5,6,6,5,5,5.7,5.673,5.673,5.721,5.721,0,#,5,5.7,1.85,1.750,6.904,1.700,6.768,3.430,0.648,"6,232",1.813,6.260,#,#,#,#,45,32,157,95,"28,040","4,673.333","4,055","t""Est.IN",6,2,{test}>ing>,"{t""Est}.>IN>",2,NN|VB,612.971,-0.483,169.024,34,1.0,593.552,-0.666,144.108,29,1.0, t ɛ s t ɪ ŋ 
tests,5,61,"23,394",10.06,23.470,3.079,9.260,2.891,8,11,11,6,6,6.5,6.953,6.953,6.482,6.482,0,#,8,6.5,1.54,1.450,7.590,1.450,7.583,#,0.642,"6,180",1.608,6.260,#,#,#,#,80,37,172,95,"13,455","3,363.750","1,702","t""Ests",5,1,{test}>s>,"{t""Est}>s>",2,NN|VB,551.806,-0.795,171.736,31,0.97,585.107,-0.63,166.795,28,1.0, t ɛ s t s 
testy,5,#,347,5.849,0.960,1.699,0.500,1.633,2,4,4,2,2,8.8,7.316,7.316,8.833,8.833,2,8.8,0,#,0.66,1.850,7.275,1.750,7.610,2.000,0.169,0,#,9.330,1.481,3.550,4.550,5.470,7,6,22,17,"13,151","3,287.750","1,640","t""E.sti",5,2,{testy},"{t""E.sti}",1,JJ,682.290,-0.285,268.549,31,0.91,585.741,-0.589,129.523,27,0.964, t ɛ s t i 
tetanus,7,1,592,6.384,1.390,1.857,0.740,1.799,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,7.371,2.600,5.808,4.190,0.360,0,1.237,11.000,#,3.330,5.520,4.200,#,#,10,6,"12,848","2,141.333","1,448","t""E.4@.n@s",7,3,{tetanus},"{t""E.4@.n@s}",1,NN,997.111,0.563,410.476,18,0.56,882.600,0.823,274.955,15,0.833, t ɛ t ə n ə s 
tether,6,#,187,5.231,0.470,1.398,0.250,1.342,1,8,8,1,1,8.5,8.445,8.445,8.476,8.476,1,8.5,0,#,0.62,1.850,7.513,1.500,7.474,3.670,0.366,0,1.802,10.670,3.231,4.320,4.190,4.700,7,7,24,16,"14,983","2,996.600","2,480","t""E.D@`",4,2,{tether},"{t""E.D@`}",1,NN|VB,"1,019.000",0.772,337.925,11,0.33,744.958,0.065,178.419,24,0.923, t ɛ ð ɚ 
tethered,8,3,158,5.063,0.390,1.322,0.190,1.230,0,4,4,0,0,#,4.388,4.388,#,#,#,#,#,#,#,2.150,5.832,1.750,6.290,#,0.345,0,1.588,10.670,#,#,#,#,1,1,3,3,"24,010","3,430.000","3,653","t""E.D@`d",5,2,{tether}>ed>,"{t""E.D@`}>d>",2,VB,760.550,0.118,156.694,20,0.61,815.875,0.404,237.350,24,0.923, t ɛ ð ɚ d 
tethers,7,1,39,3.664,0.100,0.778,0.050,0.699,0,6,6,0,0,#,5.796,5.796,#,#,#,#,#,#,#,1.900,6.612,1.650,6.403,#,0.283,0,#,10.670,#,#,#,#,#,#,#,#,"16,452","2,742.000","2,794","t""E.D@`z",5,2,{tether}>s>,"{t""E.D@`}>z>",2,VB|NN,857.941,0.556,244.409,17,0.52,725.808,-0.028,171.919,26,0.897, t ɛ ð ɚ z 
tetragonal,10,1,4,1.386,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.400,6.475,4.650,6.388,#,0.291,0,#,#,#,#,#,#,#,#,#,#,"20,789","2,309.889","2,204","tE.tr""a.g@n.l=",9,4,{tetra--gon}>al>,"{tE.tr""a-.-g@n}.>l=>",3,JJ,"1,073.933",1.103,341.440,15,0.45,"1,130.100",1.518,419.124,10,0.5, t ɛ t ɹ ɐ ɡ ə n əl 
Tex,3,8,"10,129",9.223,3.590,2.265,0.820,1.845,10,16,16,6,6,8.6,8.125,8.125,8.217,8.217,4,10.6,6,7.3,1.07,1.450,9.372,1.100,8.425,#,0.544,0,#,#,#,#,#,#,2,2,6,6,"4,999","2,499.500",372,"t""Eks",4,1,{tex},"{t""Eks}",1,NN|JJ,801.947,-0.060,402.785,19,0.58,579.370,-0.647,85.029,27,1.0, t ɛ k s 
Texan,5,5,545,6.301,0.570,1.477,0.300,1.415,1,2,2,0,0,10.7,8.845,8.845,#,#,1,10.7,0,#,0.59,1.900,8.577,1.900,7.330,#,0.454,0,1.374,#,#,#,#,#,2,2,7,7,"8,544","2,136.000",755,"t""Ek.sn=",5,2,{tex--an},"{t""Ek.s--n=}",2,NN,655.848,-0.430,189.157,33,0.97,643.115,-0.265,152.262,26,1.0, t ɛ k s ə n 
Texans,6,9,480,6.174,0.370,1.301,0.180,1.204,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,1.900,7.543,2.500,6.880,#,0.546,0,#,#,#,#,#,#,#,#,#,#,"10,400","2,080.000",934,"t""Ek.sn=z",6,2,{tex--an}>s>,"{t""Ek.s--n=}>z>",3,NN,788.000,-0.180,312.678,34,1.0,611.800,-0.586,80.097,25,0.962, t ɛ k s ə n z 
Texas,5,69,"44,548",10.704,28.020,3.155,6.060,2.707,2,1,1,1,1,7.6,8.894,8.894,8.894,8.894,0,#,2,7.6,1.41,1.800,7.766,2.200,7.531,#,0.663,"7,392",1.413,#,#,#,#,#,59,38,187,101,"6,513","1,628.250",566,"t""Ek.s@s",6,2,{tex--as},"{t""Ek.s--@s}",2,NN,616.647,-0.546,188.077,34,1.0,634.296,-0.591,125.614,27,1.0, t ɛ k s ə s 
text,4,60,"124,115",11.729,5.240,2.428,2.370,2.301,4,6,6,1,1,9.3,6.921,6.921,12.144,12.144,2,11.9,2,6.7,1.26,1.700,8.574,1.600,8.003,4.930,0.652,"6,736",1.413,7.780,3.481,6.500,3.480,6.330,174,106,559,281,"5,123","1,707.667",408,"t""Ekst",5,1,{text},"{t""Ekst}",1,NN,627.235,-0.543,217.069,34,0.97,576.154,-0.675,104.654,26,1.0, t ɛ k s t 
textbook,8,4,"2,603",7.864,2.200,2.053,1.170,1.996,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.800,6.636,3.750,6.485,4.860,0.561,77,1.592,7.580,#,5.000,2.940,5.170,14,12,49,40,"7,103","1,014.714",653,"t""Ekst.b%Uk",8,2,{text}{book},"{t""Ekst}.{b%Uk}",2,NN,631.600,-0.626,235.719,35,1.0,583.069,-0.679,108.548,29,1.0, t ɛ k s t b ʊ k 
textbooks,9,1,"1,947",7.574,0.860,1.653,0.480,1.613,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.100,6.469,4.350,6.095,#,0.563,127,1.508,7.580,#,#,#,#,2,2,7,5,"7,343",917.875,671,"t""Ekst.b%Uks",9,2,{text}{book}>s>,"{t""Ekst}.{b%Uk}>s>",3,NN,682.030,-0.452,236.927,33,1.0,566.208,-0.537,87.749,24,0.96, t ɛ k s t b ʊ k s 
textile,7,28,"1,238",7.121,0.490,1.415,0.250,1.342,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.400,6.329,3.200,7.299,4.230,0.572,"1,113",1.373,9.750,4.964,4.890,3.380,5.710,20,16,65,36,"14,748","2,458.000","1,667","t""Ek.staIl",7,2,{textile},"{t""Ek.staIl}",1,NN,681.606,-0.389,268.964,33,0.97,652.462,-0.465,141.181,26,1.0, t ɛ k s t aɪ l 
